Frequency,Nominal,Min,Max
9,47321.79043215588,42700.64022634204,54947.88630296778
9.2,46674.08662030249,42202.67603744904,54075.344514614226
9.4,46059.02120079982,41730.76667206942,53244.931069417995
9.6,45474.432900171276,41283.13930576275,52453.92519500118
9.8,44918.33923193763,40858.17002071029,51699.828993845374
10,44388.918642617915,40454.368855032146,50980.34520805777
10.2,43884.49475074335,40070.36660405477,50293.35759583498
10.4,43403.52239770693,39704.90313872743,49636.91356818418
10.6,42944.57527169255,39356.81704173994,49009.208787514915
10.8,42506.33490127677,39025.03639135875,48408.57347392576
11,42087.580844860735,38708.57054764674,47833.4602019844
11.2,41687.18192690049,38406.5028164222,47282.43300183118
11.5,41118.72361318235,37978.556769076946,46498.16051027717
11.8,40585.98405355047,37578.497332574945,45760.982045212615
12,40249.22099195207,37326.117920846904,45293.84744744234
12.2,39926.24797025929,37084.45466790254,44844.98232004742
12.5,39466.05000360449,36740.77346618817,44203.89877896465
12.8,39032.95597018756,36418.05999556669,43598.895053562585
13,38758.25698064966,36213.74592780572,43214.283813667986
13.2,38494.11987358776,36017.566587960326,42843.79967178274
13.5,38116.57178070032,35737.63896317159,42313.08397812076
13.8,37759.96034507982,35473.76856195998,41810.50423902915
14,37533.1044237505,35306.1846471156,41490.115762751244
14.2,37314.47271719574,35144.88224876286,41180.83137065914
14.5,37001.104352583825,34914.04332498837,40736.63138592981
14.8,36704.15971924978,34695.69922171148,40314.7077855937
15,36514.76777817102,34556.64381021716,40045.0790916811
15.5,36069.082308089615,34230.05483639486,39408.90965861462
16,35659.70074374131,33930.88093312705,38822.41904841326
16.5,35282.83788896483,33656.17754153938,38280.61955927757
17,34935.18565329355,33403.38139892434,37779.133641926084
17.5,34613.8428048355,33170.25312558199,37314.10586740836
18,34316.25653281867,32954.82962609388,36882.12953506032
18.5,34040.17359012094,32755.384432325343,36480.185165322255
19,33783.59925267936,32570.394509278303,36105.588699709064
19.5,33544.762692246695,32398.51234838254,35755.94767480881
20,33322.08763816034,32238.54240834639,35429.12398201774
20.5,33114.167422112776,32089.421147740017,35123.202094104476
21,32919.74367177214,31950.200038227696,34836.461851574735
21.5,32737.68805523592,31820.031061881804,34567.35506953094
22,32566.986586774838,31698.154287127447,34314.48535930135
22.5,32406.726091241933,31583.887190754718,34076.59066611887
23,32256.082494536127,31476.61545203836,33852.52811031807
23.5,32114.310664190136,31375.78499235026,33641.26078930354
24,31980.73557025774,31280.89507207622,33441.846254327
24.5,31854.744574346667,31191.49228797178,33253.426422533616
25,31735.78068555668,31107.165339732248,33075.21872286317
25.5,31623.33664755323,31027.54045562322,32906.50830583526
26,31516.949742075605,30952.27738440124,32746.641173287706
27,31320.69221901585,30813.62257858527,32451.089283487465
27.5,31230.080272385312,30749.688313456823,32314.349511372995
28,31144.03605702125,30689.02564979956,32184.333972472148
28.5,31062.260620785746,30631.416768046976,32060.614443426162
29,30984.47886971313,30576.661558691972,31942.795915797356
29.5,30910.43733523045,30524.575932253258,31830.513574222507
30,30839.90218002384,30474.990313477625,31723.430089048517
30.5,30772.657413964454,30427.748297278176,31621.233186668393
31,30708.50329529161,30382.705446942175,31523.633465547908
31.5,30647.25489548729,30339.7282177292,31430.36243002561
32,30588.7408090509,30298.692991192067,31341.17071748677
33,30479.290713117705,30221.998584258203,31174.114024468057
34,30379.010832440246,30151.800924165396,31020.794016814398
35,30286.911833818012,30087.390213406605,30879.759567086006
36,30202.133461173813,30028.150553625823,30749.74465764297
37,30123.92495196122,29973.545487268526,30629.640940991285
39,29984.667348826573,29876.420925992355,30415.388790559893
40,29922.531329105655,29833.12807775422,30319.624557096617
41,29864.77056692264,29792.907950538432,30230.5103841438
42,29810.985908785296,29755.47760279931,30147.449234289383
43.2,29751.195886404614,29713.891953456376,30055.020920784256
44.5,29691.684491222793,29672.525302672206,29962.925322552786
45.8,29637.06351115832,29634.580224568916,29878.310949490184
47.5,29572.160092805225,29572.160092805225,29777.65880012076
48.8,29526.953022813148,29526.953022813148,29707.481143524023
50,29488.259425243094,29488.259425243094,29647.368351024168
51.5,29443.581049377346,29443.581049377346,29577.904262812175
53,29402.582570424707,29402.582570424707,29514.110660481187
55,29352.972225226316,29352.972225226316,29437.568846521375
56.5,29319.122370714922,29319.122370714922,29414.133743039954
58,29287.829941921693,29287.829941921693,29392.47666952715
60,29249.656264960788,29249.656264960788,29366.06690385416
61.5,29223.407824816117,29223.407824816117,29347.913614272147
63,29198.99070442748,29196.58965308605,29331.03141438123
64.5,29176.238846785232,29161.029147558915,29315.304551982026
66,29155.0045548562,29127.826438864846,29300.63013583029
67.5,29135.156113749093,29096.778331450718,29286.916460878565
68.8,29118.983785821565,29071.471757091047,29275.744843913533
70,29104.840784779535,29049.334148655802,29265.976648891265
71.5,29088.144746033864,29023.192475108848,29254.447051856463
73.2,29070.43901217573,28995.460542358738,29242.222466939686
75,29052.977999436654,28968.102468376484,29230.16913220053
76.5,29039.351501644345,28946.74581764475,29220.764342283375
78,29026.497704768768,28926.59495291883,29211.894128706692
80,29010.463117387964,28901.450397355908,29200.830629896845
82,28995.579495049453,28878.10357816899,29190.562991955365
84,28981.739426981414,28856.38751790518,29181.01675049505
86,28968.847728208333,28836.154142307867,29172.125942176295
88,28956.81980913906,28817.271774573088,29163.831967235696
90,28945.580292974762,28799.623007977705,29156.082625541363
92,28935.061838855556,28783.102893081945,29148.831296592645
94,28925.204136526976,28767.617387539598,29142.036239432327
96,28915.953044572503,28753.08202599554,29135.65999285738
98,28907.259849275826,28739.420775129212,29129.668859848247
100,28899.08062521383,28726.565045012387,29124.032462977888
102,28891.37568194495,28714.452832896284,29118.723359856172
104,28884.109083807354,28703.02797956609,29113.71670952641
